ensembl_transcript_id	ensembl_gene_id	chromosome_name	transcript_start	transcript_end	external_gene_id	percentage_gc_content	gene_biotype	source	name_1006	cds_length
ENST00000256497	ENSG00000134109	3	5229358	5261642	EDEM1	43.38	protein_coding	ensembl	ER-associated protein catabolic process	1974
ENST00000350110	ENSG00000134115	3	1134345	1445278	CNTN6	36.45	protein_coding	ensembl	cell adhesion	3087
ENST00000256509	ENSG00000134121	3	238279	451090	CHL1	37.02	protein_coding	ensembl	cell adhesion	3675
ENST00000561208	ENSG00000134138	15	37181409	37392086	MEIS2	38.26	protein_coding	ensembl	positive regulation of transcription from RNA polymerase II promoter	1434
ENST00000256538	ENSG00000134146	15	35663083	35838369	ATPBD4	36.45	protein_coding	ensembl	diphthine-ammonia ligase activity	804
ENST00000256544	ENSG00000134152	15	34432875	34502280	KATNBL1	40.54	protein_coding	ensembl	nucleolus	915
ENST00000256545	ENSG00000134153	15	34376218	34394149	EMC7	39.72	protein_coding	ensembl	ER membrane protein complex	729
ENST00000542188	ENSG00000134160	15	31293553	31453476	TRPM1	43.98	protein_coding	ensembl	ion channel activity	4929
ENST00000351050	ENSG00000134183	1	110145889	110155679	GNAT2	44.42	protein_coding	ensembl	visual perception	1065
ENST00000369823	ENSG00000134184	1	110230451	110236010	GSTM1	46.17	protein_coding	ensembl	glutathione transferase activity	714
ENST00000370025	ENSG00000134186	1	109234945	109244425	PRPF38B	37.93	protein_coding	ensembl	spliceosomal complex	1641
ENST00000256585	ENSG00000134193	1	120336707	120354283	REG4	43.63	protein_coding	ensembl	extracellular region	477
ENST00000369516	ENSG00000134198	1	115590632	115632085	TSPAN2	43.44	protein_coding	ensembl	myelin sheath	666
ENST00000256592	ENSG00000134200	1	115572415	115576941	TSHB	33.86	protein_coding	ensembl	extracellular region	417
ENST00000369812	ENSG00000134201	1	110254864	110260888	GSTM5	48.88	protein_coding	ensembl	protein binding	714
ENST00000256594	ENSG00000134202	1	110276554	110283138	GSTM3	46.74	protein_coding	ensembl	establishment of blood-nerve barrier	678
ENST00000369545	ENSG00000134207	1	114636383	114696541	SYT6	48.58	protein_coding	ensembl	clathrin binding	1533
ENST00000527011	ENSG00000134215	1	108114211	108507631	VAV3	37.54	protein_coding	ensembl	Rac guanyl-nucleotide exchange factor activity	2628
ENST00000343320	ENSG00000134216	1	111852996	111863185	CHIA	38.26	protein_coding	ensembl	extracellular space	1431
ENST00000409138	ENSG00000134222	1	109822187	109825808	PSRC1	53.68	protein_coding	ensembl	cell division	1092
ENST00000369406	ENSG00000134240	1	120290619	120311517	HMGCS2	41.86	protein_coding	ensembl	catalytic activity	1527
ENST00000359785	ENSG00000134242	1	114356433	114414381	PTPN22	38.85	protein_coding	ensembl	regulation of B cell receptor signaling pathway	2424
ENST00000256637	ENSG00000134243	1	109852192	109940573	SORT1	42.27	protein_coding	ensembl	negative regulation of lipoprotein lipase activity	2496
ENST00000369684	ENSG00000134245	1	113051400	113065288	WNT2B	44.82	protein_coding	ensembl	mesenchymal-epithelial cell signaling	1176
ENST00000393203	ENSG00000134247	1	117452679	117532980	PTGFRN	44.19	protein_coding	ensembl	protein binding	2640
ENST00000256644	ENSG00000134248	1	110943875	110950564	LAMTOR5	42.55	protein_coding	ensembl	Ragulator complex	522
ENST00000369400	ENSG00000134249	1	120436156	120439118	ADAM30	43.81	protein_coding	ensembl	integral to membrane	2373
ENST00000256646	ENSG00000134250	1	120454176	120612240	NOTCH2	39.74	protein_coding	ensembl	determination of left/right symmetry	7416
ENST00000256649	ENSG00000134253	1	117653682	117664350	TRIM45	46.89	protein_coding	ensembl	protein binding	1743
ENST00000357172	ENSG00000134255	1	111682848	111727724	CEPT1	36.54	protein_coding	ensembl	glycerophospholipid biosynthetic process	1251
ENST00000256652	ENSG00000134256	1	117544382	117579167	CD101	42.65	protein_coding	ensembl	cell surface receptor signaling pathway	3066
ENST00000359008	ENSG00000134258	1	117686209	117715888	VTCN1	42.41	protein_coding	ensembl	protein binding	858
ENST00000369512	ENSG00000134259	1	115828539	115880857	NGF	43.8	protein_coding	ensembl	positive regulation of stem cell proliferation	726
ENST00000256658	ENSG00000134262	1	114437370	114447692	AP4B1	43.25	protein_coding	ensembl	intracellular protein transport	2220
ENST00000322897	ENSG00000134265	18	10526031	10552757	NAPG	39.34	protein_coding	ensembl	intracellular protein transport	939
ENST00000409402	ENSG00000134278	18	12446511	12658133	SPIRE1	40.66	protein_coding	ensembl	intracellular transport	2271
ENST00000395568	ENSG00000134283	12	42719968	42841129	PPHLN1	39.77	protein_coding	ensembl	nucleus	1377
ENST00000550765	ENSG00000134285	12	49315742	49319610	FKBP11	51.54	protein_coding	ensembl	peptidyl-proline modification	606
ENST00000398092	ENSG00000134287	12	49297286	49351148	ARF3	47.8	protein_coding	ensembl	Golgi apparatus	633
ENST00000429772	ENSG00000134291	12	48357403	48362661	TMEM106C	46.67	protein_coding	ensembl	cellular_component	753
ENST00000256689	ENSG00000134294	12	46751972	46766650	SLC38A2	38.54	protein_coding	ensembl	amino acid transport	1521
ENST00000238081	ENSG00000134308	2	9724101	9771143	YWHAQ	40.33	protein_coding	ensembl	cellular membrane organization	738
ENST00000256707	ENSG00000134313	2	8868987	8977755	KIDINS220	38.27	protein_coding	ensembl	activation of MAPKK activity	5316
ENST00000324907	ENSG00000134317	2	10091827	10142405	GRHL1	43.81	protein_coding	ensembl	DNA binding	1857
ENST00000315872	ENSG00000134318	2	11319887	11484711	ROCK2	36.75	protein_coding	ensembl	neural tube closure	4167
ENST00000382040	ENSG00000134321	2	7017796	7038370	RSAD2	40	protein_coding	ensembl	CD4-positive, alpha-beta T cell activation	1086
ENST00000281043	ENSG00000134323	2	16080686	16087129	MYCN	53.76	protein_coding	ensembl	chromatin	1395
ENST00000449576	ENSG00000134324	2	11817721	11965013	LPIN1	46.76	protein_coding	ensembl	ruffle organization	2928
ENST00000256722	ENSG00000134326	2	6988447	7005827	CMPK2	44.86	protein_coding	ensembl	mitochondrion	1350
ENST00000497473	ENSG00000134330	2	9614659	9628940	IAH1	45.86	protein_coding	ensembl	hydrolase activity	747
ENST00000540430	ENSG00000134333	11	18417813	18429765	LDHA	44.3	protein_coding	ensembl	pyruvate metabolic process	1086
ENST00000256733	ENSG00000134339	11	18266775	18270190	SAA2	43.36	protein_coding	ensembl	high-density lipoprotein particle	369
ENST00000256737	ENSG00000134343	11	26352971	26684835	ANO3	36.39	protein_coding	ensembl	transmembrane transport	2946
ENST00000336909	ENSG00000134352	5	55230953	55272142	IL6ST	37.41	protein_coding	ensembl	positive regulation of osteoblast differentiation	2757
ENST00000256759	ENSG00000134363	5	52776239	52782964	FST	45.51	protein_coding	ensembl	gamete generation	1035
ENST00000367416	ENSG00000134365	1	196857144	196887843	CFHR4	34.14	protein_coding	ensembl	extracellular region	1734
ENST00000367296	ENSG00000134369	1	201617377	201796097	NAV1	47.41	protein_coding	ensembl	microtubule	5634
ENST00000367435	ENSG00000134371	1	193091147	193223031	CDC73	35.71	protein_coding	ensembl	negative regulation of myeloid cell differentiation	1596
ENST00000367287	ENSG00000134375	1	201924619	201939789	TIMM17A	42.32	protein_coding	ensembl	mitochondrion	516
ENST00000367400	ENSG00000134376	1	197237408	197447585	CRB1	36.51	protein_coding	ensembl	extracellular region	4221
ENST00000367414	ENSG00000134389	1	196946667	196978804	CFHR5	34.88	protein_coding	ensembl	complement activation, alternative pathway	1782
ENST00000256797	ENSG00000134398	16	23701697	23724821	ERN2	50.81	protein_coding	ensembl	regulation of transcription, DNA-dependent	2925
ENST00000322989	ENSG00000134419	16	18792617	18801656	RPS15A	46.41	protein_coding	ensembl	gene expression	393
ENST00000334889	ENSG00000134438	18	56934267	56940625	RAX	55.88	protein_coding	ensembl	visual perception	1041
ENST00000256854	ENSG00000134440	18	55267888	55289405	NARS	42.81	protein_coding	ensembl	tRNA aminoacylation for protein translation	1647
ENST00000256857	ENSG00000134443	18	56887400	56898003	GRP	42.26	protein_coding	ensembl	neuropeptide signaling pathway	447
ENST00000256858	ENSG00000134444	18	59854491	59974345	KIAA1468	34.67	protein_coding	ensembl	binding	3753
ENST00000379999	ENSG00000134452	10	5936349	5979556	FBXO18	46.2	protein_coding	ensembl	DNA binding	3285
ENST00000379888	ENSG00000134453	10	6130950	6158843	RBM17	41.27	protein_coding	ensembl	protein binding	1206
ENST00000379959	ENSG00000134460	10	6052652	6104288	IL2RA	44.47	protein_coding	ensembl	negative regulation of immune response	819
ENST00000380092	ENSG00000134461	10	5920050	5931834	ANKRD16	46.86	protein_coding	ensembl	protein binding	1086
ENST00000379215	ENSG00000134463	10	11784365	11806069	ECHDC3	47.51	protein_coding	ensembl	catalytic activity	912
ENST00000379977	ENSG00000134470	10	5994334	6019553	IL15RA	48.07	protein_coding	ensembl	extracellular space	804
ENST00000256897	ENSG00000134480	5	86690082	86708836	CCNH	36.69	protein_coding	ensembl	DNA repair	972
ENST00000256906	ENSG00000134489	18	22040593	22059921	HRH4	42.42	protein_coding	ensembl	histamine receptor activity	1173
ENST00000383233	ENSG00000134490	18	20875981	21017869	TMEM241	45.6	protein_coding	ensembl	integral to membrane	891
ENST00000417602	ENSG00000134504	18	24034877	24128500	KCTD1	42.61	protein_coding	ensembl	transcription factor binding	2598
ENST00000256925	ENSG00000134508	18	20715727	20840431	CABLES1	48.32	protein_coding	ensembl	cyclin-dependent protein serine/threonine kinase regulator activity	1902
ENST00000256935	ENSG00000134516	5	169064251	169510386	DOCK2	43.39	protein_coding	ensembl	establishment of T cell polarity	5493
ENST00000256951	ENSG00000134531	12	13349650	13369708	EMP1	44.88	protein_coding	ensembl	multicellular organismal development	474
ENST00000451604	ENSG00000134532	12	23685286	24102637	SOX5	34.5	protein_coding	ensembl	positive regulation of transcription from RNA polymerase II promoter	2292
ENST00000256953	ENSG00000134533	12	15260717	15374351	RERG	36.92	protein_coding	ensembl	membrane	600
ENST00000256958	ENSG00000134538	12	21284136	21392180	SLCO1B1	35.22	protein_coding	ensembl	organic anion transport	2076
ENST00000381908	ENSG00000134539	12	10460417	10469850	KLRD1	37.49	protein_coding	ensembl	regulation of immune response	543
ENST00000359151	ENSG00000134545	12	10598627	10605947	KLRC1	33.24	protein_coding	ensembl	cell surface receptor signaling pathway	702
ENST00000256969	ENSG00000134548	12	21679241	21685457	C12orf39	38.5	protein_coding	ensembl	extracellular region	351
ENST00000381847	ENSG00000134551	12	11081835	11083763	PRH2	43.08	protein_coding	ensembl	extracellular space	501
ENST00000378623	ENSG00000134569	11	46878419	46940173	LRP4	48.69	protein_coding	ensembl	receptor clustering	5718
ENST00000399249	ENSG00000134571	11	47352957	47374253	MYBPC3	57.91	protein_coding	ensembl	protein binding	3825
ENST00000256996	ENSG00000134574	11	47236493	47260767	DDB2	46.88	protein_coding	ensembl	DNA repair	1284
ENST00000256997	ENSG00000134575	11	47260853	47270457	ACP2	52.75	protein_coding	ensembl	lysosome organization	1272
ENST00000370832	ENSG00000134588	X	132158659	132162300	USP26	40.11	protein_coding	ensembl	ubiquitin-dependent protein catabolic process	2742
ENST00000257013	ENSG00000134590	X	134166333	134167568	FAM127A	60.53	protein_coding	ensembl		342
ENST00000257017	ENSG00000134594	X	129305623	129318844	RAB33A	47.75	protein_coding	ensembl	small GTPase mediated signal transduction	714
ENST00000370536	ENSG00000134595	X	139585152	139587225	SOX3	63.45	protein_coding	ensembl	RNA polymerase II core promoter sequence-specific DNA binding	1341
ENST00000305536	ENSG00000134597	X	129535943	129547317	RBMX2	43.77	protein_coding	ensembl	nucleotide binding	969
ENST00000481105	ENSG00000134602	X	131157330	131208489	MST4	36.62	protein_coding	ensembl	ATP binding	1317
ENST00000299001	ENSG00000134627	11	94300474	94354587	PIWIL4	40.25	protein_coding	ensembl	piRNA metabolic process	2559
ENST00000257068	ENSG00000134640	11	92702886	92715948	MTNR1B	47.03	protein_coding	ensembl	integral to plasma membrane	1089
ENST00000373741	ENSG00000134644	1	31405697	31538838	PUM1	41.05	protein_coding	ensembl	RNA binding	3675
ENST00000360482	ENSG00000134668	1	32256025	32281652	SPOCD1	49.3	protein_coding	ensembl	zinc ion binding	3651
ENST00000373477	ENSG00000134684	1	33240840	33283754	YARS	46.35	protein_coding	ensembl	ATP binding	1587
ENST00000419414	ENSG00000134686	1	33790175	33896216	PHC2	45.03	protein_coding	ensembl	multicellular organismal development	2580
ENST00000327331	ENSG00000134690	1	38158153	38175385	CDCA8	45.82	protein_coding	ensembl	M phase of mitotic cell cycle	843
ENST00000373062	ENSG00000134697	1	38032417	38061522	GNL2	42.77	protein_coding	ensembl	GTPase activity	2196
ENST00000373210	ENSG00000134698	1	36273773	36323491	AGO4	41.53	protein_coding	ensembl	gene expression	2586
ENST00000371208	ENSG00000134709	1	60280533	60342050	HOOK1	34.37	protein_coding	ensembl	microtubule	2187
ENST00000371204	ENSG00000134716	1	60358980	60392462	CYP2J2	39.79	protein_coding	ensembl	oxidation-reduction process	1509
ENST00000313334	ENSG00000134717	1	52521797	52556388	BTF3L4	41.19	protein_coding	ensembl		477
ENST00000257177	ENSG00000134744	1	52888947	53018654	ZCCHC11	38.59	protein_coding	ensembl	nucleus	4938
ENST00000257181	ENSG00000134748	1	52870236	52883992	PRPF38A	42.09	protein_coding	ensembl	mRNA processing	939
ENST00000280904	ENSG00000134755	18	28646007	28682378	DSC2	36.77	protein_coding	ensembl	regulation of ventricular cardiac muscle cell action potential	2706
ENST00000257189	ENSG00000134757	18	29027758	29058665	DSG3	37.45	protein_coding	ensembl	cytosol	3000
ENST00000261593	ENSG00000134758	18	29671818	29711524	RNF138	40.11	protein_coding	ensembl	protein binding	738
ENST00000358232	ENSG00000134759	18	33709834	33757909	ELP2	40.27	protein_coding	ensembl	transcription elongation from RNA polymerase II promoter	2481
ENST00000257192	ENSG00000134760	18	28898052	28936992	DSG1	36.13	protein_coding	ensembl	protein stabilization	3150
ENST00000360428	ENSG00000134762	18	28569974	28622707	DSC3	36.2	protein_coding	ensembl	protein stabilization	2691
ENST00000257198	ENSG00000134765	18	28709199	28742819	DSC1	35.2	protein_coding	ensembl	plasma membrane	2685
ENST00000269190	ENSG00000134769	18	32173329	32471362	DTNA	37.99	protein_coding	ensembl	zinc ion binding	2235
ENST00000257209	ENSG00000134775	18	33877677	34360018	FHOD3	43.06	protein_coding	ensembl	protein binding	4320
ENST00000334295	ENSG00000134779	18	34374069	34409158	TPGS2	42.6	protein_coding	ensembl	cytoplasm	903
ENST00000257215	ENSG00000134780	11	61447905	61514473	DAGLA	57.5	protein_coding	ensembl	triglyceride lipase activity	3129
ENST00000533524	ENSG00000134802	11	57175243	57194594	SLC43A3	48.17	protein_coding	ensembl	integral to membrane	1515
ENST00000257245	ENSG00000134809	11	57295936	57298238	TIMM10	48.01	protein_coding	ensembl	protein targeting to mitochondrion	273
ENST00000257248	ENSG00000134812	11	59596741	59612974	GIF	40.82	protein_coding	ensembl	microvillus	1254
ENST00000328771	ENSG00000134815	19	47852538	47885961	DHX34	54.23	protein_coding	ensembl	helicase activity	3432
ENST00000257254	ENSG00000134817	11	57001051	57004709	APLNR	55.26	protein_coding	ensembl	G-protein coupled receptor activity	1143
ENST00000278840	ENSG00000134824	11	61595233	61634826	FADS2	51.23	protein_coding	ensembl	iron ion binding	1335
ENST00000257262	ENSG00000134825	11	61556602	61560073	TMEM258	51.67	protein_coding	ensembl	integral to membrane	240
ENST00000257264	ENSG00000134827	11	59620273	59634048	TCN1	39.6	protein_coding	ensembl	cobalamin metabolic process	1302
ENST00000257267	ENSG00000134830	19	47844040	47845272	C5AR2	50.61	protein_coding	ensembl	basal plasma membrane	1014
ENST00000309964	ENSG00000134852	4	56294070	56376194	CLOCK	37.44	protein_coding	ensembl	sequence-specific DNA binding transcription factor activity	2541
ENST00000257290	ENSG00000134853	4	55095264	55164414	PDGFRA	43.65	protein_coding	ensembl	odontogenesis of dentin-containing tooth	3270
ENST00000376250	ENSG00000134864	13	101183810	101236251	GGACT	45.77	protein_coding	ensembl	cellular modified amino acid catabolic process	462
ENST00000360467	ENSG00000134871	13	110959614	111165374	COL4A2	47.83	protein_coding	ensembl	collagen catabolic process	5139
ENST00000299339	ENSG00000134873	13	96204979	96230501	CLDN10	42.01	protein_coding	ensembl	identical protein binding	687
ENST00000347108	ENSG00000134874	13	96230457	96295517	DZIP1	41.42	protein_coding	ensembl	germ cell development	2604
ENST00000403766	ENSG00000134882	13	99853028	100037794	UBAC2	41.75	protein_coding	ensembl	integral to membrane	1035
ENST00000400198	ENSG00000134884	13	107194021	107220512	ARGLU1	37.66	protein_coding	ensembl	regulation of transcription, DNA-dependent	822
ENST00000257336	ENSG00000134897	13	103451399	103493881	BIVM	40.15	protein_coding	ensembl	nucleus	1512
ENST00000355739	ENSG00000134899	13	103497194	103528345	ERCC5	39.84	protein_coding	ensembl	holo TFIIH complex	3561
ENST00000376052	ENSG00000134900	13	103249373	103331521	TPP2	37.71	protein_coding	ensembl	proteolysis	3789
ENST00000376004	ENSG00000134901	13	103436631	103451357	KDELC1	40.94	protein_coding	ensembl	endoplasmic reticulum lumen	1509
ENST00000257347	ENSG00000134905	13	111293764	111358504	CARS2	48.05	protein_coding	ensembl	mitochondrial matrix	1695
ENST00000310343	ENSG00000134909	11	128834955	129062093	ARHGAP32	36.86	protein_coding	ensembl	endosome membrane	6264
ENST00000392708	ENSG00000134910	11	125462690	125492986	STT3A	41.03	protein_coding	ensembl	post-translational protein modification	2118
ENST00000257359	ENSG00000134917	11	130274820	130298888	ADAMTS8	53.31	protein_coding	ensembl	integrin binding	2670
ENST00000533904	ENSG00000134940	11	125541417	125551018	ACRV1	41.76	protein_coding	ensembl	multicellular organismal development	798
ENST00000392668	ENSG00000134954	11	128328660	128457437	ETS1	42.5	protein_coding	ensembl	response to interleukin-1	1458
ENST00000308074	ENSG00000134955	11	124933232	124959131	SLC37A2	52.46	protein_coding	ensembl	transmembrane transport	1518
ENST00000257408	ENSG00000134962	4	39408473	39453156	KLB	42.11	protein_coding	ensembl	neurotrophin TRK receptor signaling pathway	3135
ENST00000456936	ENSG00000134970	5	114949205	114961870	TMED7	37.91	protein_coding	ensembl	COPI vesicle coat	675
ENST00000257430	ENSG00000134982	5	112073585	112181936	APC	37.63	protein_coding	ensembl	regulation of osteoclast differentiation	8532
ENST00000395634	ENSG00000134986	5	111065681	111312628	NREP	38.48	protein_coding	ensembl	axon regeneration	339
ENST00000506538	ENSG00000134987	5	110427414	110466200	WDR36	33.98	protein_coding	ensembl	small-subunit processome	2856
ENST00000346234	ENSG00000134996	9	77703459	77762181	OSTF1	40.24	protein_coding	ensembl	signal transduction	645
ENST00000376736	ENSG00000135002	9	79000433	79009421	RFK	40.38	protein_coding	havana	vitamin metabolic process	468
ENST00000376395	ENSG00000135018	9	86274878	86323118	UBQLN1	38.75	protein_coding	ensembl	nucleotide-excision repair	1770
ENST00000361671	ENSG00000135040	9	88556061	88637213	NAA35	37.88	protein_coding	ensembl	smooth muscle cell proliferation	2178
ENST00000376854	ENSG00000135045	9	77561497	77567802	C9orf40	42.71	protein_coding	ensembl		585
ENST00000257497	ENSG00000135046	9	75766673	75785309	ANXA1	34.74	protein_coding	ensembl	cellular response to hydrogen peroxide	1041
ENST00000340342	ENSG00000135047	9	90341024	90346301	CTSL1	46.28	protein_coding	ensembl	innate immune response	1002
ENST00000377044	ENSG00000135048	9	74298282	74383800	TMEM2	40.46	protein_coding	ensembl	multicellular organismal development	4152
ENST00000376109	ENSG00000135049	9	88161586	88356944	AGTPBP1	36.66	protein_coding	ensembl	olfactory bulb development	3717
ENST00000388711	ENSG00000135052	9	88641062	88715064	GOLM1	45.43	protein_coding	ensembl	Golgi apparatus	1206
ENST00000257515	ENSG00000135063	9	71944241	72007370	FAM189A2	40.85	protein_coding	ensembl	biological_process	1353
ENST00000376588	ENSG00000135069	9	80912059	80945009	PSAT1	45.59	protein_coding	ensembl	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	1113
ENST00000452279	ENSG00000135070	9	88880488	88897676	ISCA1	41.1	protein_coding	ensembl	metal ion binding	531
ENST00000517905	ENSG00000135074	5	156908235	157002749	ADAM19	44.66	protein_coding	ensembl	proteolysis	2868
ENST00000307851	ENSG00000135077	5	156512843	156536725	HAVCR2	42.36	protein_coding	ensembl	protein binding	906
ENST00000393977	ENSG00000135083	5	159678659	159739607	CCNJL	46.79	protein_coding	ensembl	nucleus	1308
ENST00000257548	ENSG00000135093	12	109490391	109525831	USP30	42.28	protein_coding	ensembl	mitochondrial outer membrane	1554
ENST00000257549	ENSG00000135094	12	113830250	113841693	SDS	50.05	protein_coding	ensembl	protein homodimerization activity	987
ENST00000257552	ENSG00000135097	12	120779133	120806983	MSI1	54.01	protein_coding	ensembl	cytoplasm	1089
ENST00000257555	ENSG00000135100	12	121416346	121440899	HNF1A	52.13	protein_coding	ensembl	regulation of transcription from RNA polymerase II promoter	1896
ENST00000330622	ENSG00000135108	12	117582873	117628261	FBXO21	44.36	protein_coding	ensembl	ubiquitin-protein ligase activity	1887
ENST00000257566	ENSG00000135111	12	115108060	115121395	TBX3	47.27	protein_coding	ensembl	regulation of transcription from RNA polymerase II promoter	2232
ENST00000257570	ENSG00000135114	12	121458095	121477045	OASL	48.69	protein_coding	ensembl	nucleolus	1545
ENST00000257572	ENSG00000135116	12	117293949	117319246	HRK	49	protein_coding	ensembl	positive regulation of release of cytochrome c from mitochondria	276
ENST00000257575	ENSG00000135119	12	117176096	117289567	RNFT2	47.13	protein_coding	ensembl	integral to membrane	1335
ENST00000337233	ENSG00000135124	12	121647660	121671909	P2RX4	50.4	protein_coding	ensembl	purinergic nucleotide receptor activity	1167
ENST00000257583	ENSG00000135127	12	120509507	120531298	CCDC64	43.81	protein_coding	ensembl		813
ENST00000257600	ENSG00000135144	12	113495495	113535833	DTX1	53.96	protein_coding	ensembl	regulation of Notch signaling pathway	1863
ENST00000257604	ENSG00000135148	12	112563349	112591407	TRAFD1	44.88	protein_coding	ensembl	metal ion binding	1749
ENST00000331242	ENSG00000135164	7	86781677	86825648	DMTF1	35.84	protein_coding	ensembl	transcription, DNA-dependent	2283
ENST00000257627	ENSG00000135175	7	97613996	97619508	OCM2	45.95	protein_coding	ensembl	calcium ion binding	330
ENST00000423734	ENSG00000135185	7	86827017	86848946	TMEM243	43.89	protein_coding	ensembl		360
ENST00000285871	ENSG00000135205	7	76751934	76924521	CCDC146	39.17	protein_coding	ensembl		2868
ENST00000257663	ENSG00000135211	7	77423045	77427897	TMEM60	42.55	protein_coding	ensembl	integral to membrane	402
ENST00000257665	ENSG00000135213	7	75046069	75071993	POM121C	45.75	protein_coding	ensembl	protein transport	3690
ENST00000309881	ENSG00000135218	7	80231466	80303725	CD36	36.03	protein_coding	ensembl	lipid metabolic process	1419
ENST00000251566	ENSG00000135220	4	69794181	69817509	UGT2A3	34.06	protein_coding	ensembl	cellular glucuronidation	1584
ENST00000353151	ENSG00000135222	4	70820974	70826725	CSN2	31.99	protein_coding	ensembl	calcium ion transport	681
ENST00000335568	ENSG00000135226	4	70146217	70160768	UGT2B28	32.52	protein_coding	ensembl	glucuronosyltransferase activity	1590
ENST00000257694	ENSG00000135241	7	108111999	108166638	PNPLA8	37.75	protein_coding	ensembl	ATP binding	2349
ENST00000257696	ENSG00000135245	7	128095945	128098470	HILPDA	51.52	protein_coding	ensembl	receptor binding	192
ENST00000315184	ENSG00000135248	7	128355443	128371797	FAM71F1	44.31	protein_coding	ensembl		1035
ENST00000257700	ENSG00000135249	7	105172532	105208124	RINT1	41.55	protein_coding	ensembl	endoplasmic reticulum	2379
ENST00000357311	ENSG00000135250	7	104756824	104909462	SRPK2	41.06	protein_coding	ensembl	spliceosomal complex assembly	2067
ENST00000358204	ENSG00000135269	7	115850547	115898837	TES	37.73	protein_coding	ensembl	negative regulation of cell proliferation	1266
ENST00000257724	ENSG00000135272	7	114562209	114659256	MDFIC	36.79	protein_coding	ensembl	cytoplasm	1068
ENST00000415954	ENSG00000135297	6	74171301	74210819	MTO1	42.62	protein_coding	ensembl	oxidation-reduction process	2199
ENST00000370598	ENSG00000135298	6	69345259	70099403	BAI3	35.14	protein_coding	ensembl	integral to membrane	4569
ENST00000339746	ENSG00000135299	6	90142928	90341302	ANKRD6	43.03	protein_coding	ensembl	nucleus	2184
ENST00000257765	ENSG00000135314	6	73951037	73972907	KHDC1	44.69	protein_coding	ensembl	RNA binding	495
ENST00000403245	ENSG00000135315	6	84833960	84937353	KIAA1009	37	protein_coding	ensembl	plasma membrane	4212
ENST00000369622	ENSG00000135316	6	86323824	86353003	SYNCRIP	39.35	protein_coding	ensembl	nucleus	1872
ENST00000314673	ENSG00000135317	6	86215217	86303613	SNX14	37.43	protein_coding	ensembl	integral to membrane	2841
ENST00000257770	ENSG00000135318	6	86159809	86205496	NT5E	42.8	protein_coding	ensembl	small molecule metabolic process	1725
ENST00000257776	ENSG00000135324	6	84743475	84800600	MRAP2	42.3	protein_coding	ensembl	corticotropin hormone receptor binding	618
ENST00000369303	ENSG00000135333	6	93949738	94129244	EPHA7	33.25	protein_coding	ensembl	regulation of ERK1 and ERK2 cascade	2997
ENST00000257787	ENSG00000135334	6	88384790	88411927	AKIRIN2	40.89	protein_coding	ensembl	positive regulation of interleukin-6 production	612
ENST00000257789	ENSG00000135336	6	88299853	88377169	ORC3	38.93	protein_coding	ensembl	mitotic cell cycle	2139
ENST00000369846	ENSG00000135338	6	80194708	80247125	LCA5	34.97	protein_coding	ensembl	protein complex binding	2094
ENST00000369329	ENSG00000135341	6	91223292	91296764	MAP3K7	35.81	protein_coding	ensembl	protein serine/threonine kinase activity	1821
ENST00000369582	ENSG00000135346	6	87795216	87804824	CGA	36.77	protein_coding	ensembl	gonad development	351
ENST00000369352	ENSG00000135355	6	90604188	90605839	GJA10	46.37	protein_coding	ensembl	gap junction	1632
ENST00000378867	ENSG00000135362	11	36397555	36486754	PRR5L	43.76	protein_coding	ensembl	mitochondrion	1107
ENST00000257818	ENSG00000135363	11	33880122	33913836	LMO2	46.4	protein_coding	ensembl	sequence-specific DNA binding RNA polymerase II transcription factor activity	684
ENST00000257821	ENSG00000135365	11	45950871	46142985	PHF21A	38.82	protein_coding	ensembl	chromatin modification	2046
ENST00000257829	ENSG00000135372	11	34127149	34168457	NAT10	45.79	protein_coding	ensembl	nucleolus	3078
ENST00000257831	ENSG00000135373	11	34642658	34682604	EHF	43.81	protein_coding	ensembl	sequence-specific DNA binding transcription factor activity	903
ENST00000312319	ENSG00000135374	11	34500343	34533346	ELF5	45.78	protein_coding	ensembl	regulation of transcription, DNA-dependent	798
ENST00000257836	ENSG00000135378	11	32851489	32879669	PRRG4	39.17	protein_coding	ensembl	biological_process	681
ENST00000341394	ENSG00000135387	11	34073230	34122703	CAPRIN1	40.22	protein_coding	ensembl	cytosol	2130
ENST00000338662	ENSG00000135390	12	54058986	54071182	ATP5G2	44.44	protein_coding	ensembl	proton-transporting two-sector ATPase complex, proton-transporting domain	474
ENST00000317269	ENSG00000135392	12	56214744	56223420	DNAJC14	49.07	protein_coding	ensembl	protein transport	2109
ENST00000257857	ENSG00000135404	12	56119271	56123004	CD63	59.18	protein_coding	ensembl	blood coagulation	717
ENST00000257860	ENSG00000135406	12	49687485	49692465	PRPH	62.44	protein_coding	ensembl	protein binding	1413
ENST00000257861	ENSG00000135407	12	58191665	58210254	AVIL	47.57	protein_coding	ensembl	cytoskeleton organization	2460
ENST00000257863	ENSG00000135409	12	53817639	53825318	AMHR2	52.75	protein_coding	ensembl	sex differentiation	1722
ENST00000257867	ENSG00000135413	12	55024596	55028679	LACRT	50.8	protein_coding	ensembl	positive regulation of secretion	417
ENST00000257868	ENSG00000135414	12	56137064	56146136	GDF11	48.88	protein_coding	ensembl	protein binding	1224
